year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,aggravated_assault,arson,burglary,larceny_theft,motor_vehicle_theft,murder,robbery,sexual_assault,aggravated_assault_rate,arson_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate,murder_rate,robbery_rate,sexual_assault_rate
1988,46,91,Kankakee,21,Central,Mostly Urban,24.5,95481,156,6,77,669,7,8,20,17,163.4,6.3,80.6,700.7,7.3,8.4,20.9,17.8
1988,47,93,Kendall,23,Northern - Other,Mostly Urban,10.4,38416,15,0,14,30,2,0,0,0,39,0,36.4,78.1,5.2,0,0,0
1988,48,95,Knox,9,Central,Mostly Urban,24.3,56700,44,4,80,333,22,3,9,7,77.6,7.1,141.1,587.3,38.8,5.3,15.9,12.3
1988,49,97,Lake,19,Northern - Collar,Mostly Urban,1.3,492692,411,22,330,2260,49,12,67,76,83.4,4.5,67,458.7,9.9,2.4,13.6,15.4
1988,50,99,LaSalle,13,Northern - Other,Mostly Urban,30.2,106303,44,7,75,304,14,2,3,4,41.4,6.6,70.6,286,13.2,1.9,2.8,3.8
1988,51,101,Lawrence,2,Southern,Mostly Rural,58,16464,2,0,5,10,1,0,0,0,12.1,0,30.4,60.7,6.1,0,0,0
1988,52,103,Lee,15,Northern - Other,Mostly Rural,53.2,34249,15,3,54,113,7,2,5,7,43.8,8.8,157.7,329.9,20.4,5.8,14.6,20.4
1988,53,105,Livingston,11,Central,Mostly Urban,40.8,39481,8,0,7,53,3,0,1,3,20.3,0,17.7,134.2,7.6,0,2.5,7.6
1988,54,107,Logan,11,Central,Mostly Urban,39.9,30880,13,1,7,56,3,0,0,1,42.1,3.2,22.7,181.3,9.7,0,0,3.2
1988,55,109,McDonough,9,Central,Mostly Urban,29.5,35038,10,0,18,125,3,0,3,3,28.5,0,51.4,356.8,8.6,0,8.6,8.6
1988,56,111,McHenry,22,Northern - Collar,Mostly Urban,9.9,170847,54,12,168,702,29,3,17,18,31.6,7,98.3,410.9,17,1.8,10,10.5
1988,57,113,McLean,11,Central,Mostly Urban,16.5,126021,79,3,107,658,20,0,15,31,62.7,2.4,84.9,522.1,15.9,0,11.9,24.6
1988,58,115,Macon,6,Central,Mostly Urban,15.3,119024,355,29,382,1567,102,10,88,38,298.3,24.4,320.9,1316.5,85.7,8.4,73.9,31.9
1988,59,117,Macoupin,7,Central,Mostly Rural,58.5,48375,18,0,28,62,9,0,2,2,37.2,0,57.9,128.2,18.6,0,4.1,4.1
1988,60,119,Madison,3,Southern,Mostly Urban,13.3,248932,159,10,271,1284,63,14,40,40,63.9,4,108.9,515.8,25.3,5.6,16.1,16.1
1988,61,121,Marion,4,Southern,Mostly Urban,45.1,42232,36,3,32,175,12,0,1,1,85.2,7.1,75.8,414.4,28.4,0,2.4,2.4
1988,62,123,Marshall,10,Central,Completely Rural,100,12967,0,3,1,5,1,0,0,0,0,23.1,7.7,38.6,7.7,0,0,0
1988,63,125,Mason,8,Central,Mostly Rural,77.5,16432,3,0,22,23,5,0,0,0,18.3,0,133.9,140,30.4,0,0,0
1988,64,127,Massac,1,Southern,Mostly Rural,50.5,14915,21,0,30,31,9,1,0,5,140.8,0,201.1,207.8,60.3,6.7,0,33.5
1988,65,129,Menard,8,Central,Mostly Rural,75.7,11334,3,2,6,7,2,0,0,0,26.5,17.6,52.9,61.8,17.6,0,0,0
1988,66,131,Mercer,14,Central,Mostly Rural,77.8,17771,5,1,6,10,0,0,0,0,28.1,5.6,33.8,56.3,0,0,0,0
1988,67,133,Monroe,20,Southern,Mostly Urban,41.4,21684,9,0,7,8,3,0,1,0,41.5,0,32.3,36.9,13.8,0,4.6,0
1988,68,135,Montgomery,4,Central,Mostly Urban,41.6,31328,12,0,8,26,1,0,0,0,38.3,0,25.5,83,3.2,0,0,0
1988,69,137,Morgan,7,Central,Mostly Urban,36.2,36505,113,0,73,126,9,0,2,5,309.5,0,200,345.2,24.7,0,5.5,13.7
1988,70,139,Moultrie,6,Central,Mostly Rural,69.2,14086,4,0,6,10,1,0,0,1,28.4,0,42.6,71,7.1,0,0,7.1
1988,71,141,Ogle,15,Northern - Other,Mostly Urban,47.1,45491,15,0,24,77,8,0,0,5,33,0,52.8,169.3,17.6,0,0,11
1988,72,143,Peoria,10,Central,Mostly Urban,14.6,180825,418,13,373,1734,54,10,71,60,231.2,7.2,206.3,958.9,29.9,5.5,39.3,33.2
1988,73,145,Perry,20,Southern,Mostly Urban,43.6,21536,16,6,11,54,0,0,2,1,74.3,27.9,51.1,250.7,0,0,9.3,4.6
1988,74,147,Piatt,6,Central,Mostly Rural,67.7,15777,6,3,6,7,0,0,0,1,38,19,38,44.4,0,0,0,6.3
1988,75,149,Pike,8,Central,Mostly Rural,72.3,17894,2,0,5,16,0,1,0,2,11.2,0,27.9,89.4,0,5.6,0,11.2
1988,76,151,Pope,1,Southern,Completely Rural,100,4408,4,0,7,9,0,1,0,2,90.7,0,158.8,204.2,0,22.7,0,45.4
1988,77,153,Pulaski,1,Southern,Completely Rural,100,7727,10,1,7,10,2,0,1,1,129.4,12.9,90.6,129.4,25.9,0,12.9,12.9
1988,78,155,Putnam,10,Central,Completely Rural,100,5669,1,0,2,1,1,0,0,1,17.6,0,35.3,17.6,17.6,0,0,17.6
1988,79,157,Randolph,20,Southern,Mostly Urban,42.6,35131,11,2,17,39,2,0,2,3,31.3,5.7,48.4,111,5.7,0,5.7,8.5
1988,80,159,Richland,2,Southern,Mostly Urban,43.5,16560,7,0,12,48,1,0,0,1,42.3,0,72.5,289.9,6,0,0,6
1988,81,161,Rock Island,14,Central,Mostly Urban,10.9,150372,197,5,208,1169,26,1,33,17,131,3.3,138.3,777.4,17.3,0.7,21.9,11.3
1988,82,163,St. Clair,20,Southern,Mostly Urban,9.8,264487,653,28,346,1471,47,33,118,34,246.9,10.6,130.8,556.2,17.8,12.5,44.6,12.9
1988,83,165,Saline,1,Southern,Mostly Urban,43.7,27452,5,2,9,78,6,0,0,5,18.2,7.3,32.8,284.1,21.9,0,0,18.2
1988,84,167,Sangamon,7,Central,Mostly Urban,14.1,177185,218,18,209,1217,69,6,48,21,123,10.2,118,686.9,38.9,3.4,27.1,11.9
1988,85,169,Schuyler,8,Central,Mostly Rural,57.6,7549,3,0,5,1,0,0,0,2,39.7,0,66.2,13.2,0,0,0,26.5
1988,86,171,Scott,7,Central,Completely Rural,100,5744,1,0,1,3,0,0,2,0,17.4,0,17.4,52.2,0,0,34.8,0
1988,87,173,Shelby,4,Central,Mostly Rural,77.7,22595,1,0,5,9,0,0,0,0,4.4,0,22.1,39.8,0,0,0,0
1988,88,175,Stark,10,Central,Completely Rural,100,6633,2,0,12,9,1,0,0,0,30.2,0,180.9,135.7,15.1,0,0,0
1988,89,177,Stephenson,15,Northern - Other,Mostly Urban,40.1,48250,39,0,13,196,8,1,3,0,80.8,0,26.9,406.2,16.6,2.1,6.2,0
1988,90,179,Tazewell,10,Central,Mostly Urban,20.4,122266,68,12,170,449,20,2,13,3,55.6,9.8,139,367.2,16.4,1.6,10.6,2.5
1988,91,181,Union,1,Southern,Mostly Rural,65.9,18074,26,0,8,7,2,1,0,0,143.9,0,44.3,38.7,11.1,5.5,0,0
1988,92,183,Vermilion,5,Central,Mostly Urban,31.3,89831,202,10,162,521,20,4,31,21,224.9,11.1,180.3,580,22.3,4.5,34.5,23.4
1988,93,185,Wabash,2,Southern,Mostly Urban,38.9,13388,5,1,1,61,3,0,0,0,37.3,7.5,7.5,455.6,22.4,0,0,0
1988,94,187,Warren,9,Central,Mostly Urban,45.5,19572,14,2,70,79,0,0,0,4,71.5,10.2,357.7,403.6,0,0,0,20.4
1988,95,189,Washington,20,Southern,Mostly Rural,73.6,15229,3,0,2,31,2,0,0,0,19.7,0,13.1,203.6,13.1,0,0,0
1988,96,191,Wayne,2,Southern,Mostly Rural,69.9,17553,2,0,6,10,1,0,0,0,11.4,0,34.2,57,5.7,0,0,0
1988,97,193,White,2,Southern,Mostly Rural,62,16982,7,0,6,39,6,0,0,3,41.2,0,35.3,229.7,35.3,0,0,17.7
1988,98,195,Whiteside,14,Northern - Other,Mostly Urban,37.3,60807,35,0,36,237,11,0,6,4,57.6,0,59.2,389.8,18.1,0,9.9,6.6
1988,99,197,Will,12,Northern - Collar,Mostly Urban,3.9,344729,421,18,352,1454,102,11,95,41,122.1,5.2,102.1,421.8,29.6,3.2,27.6,11.9
1988,100,199,Williamson,1,Southern,Mostly Urban,34.8,58365,51,1,61,156,20,2,2,1,87.4,1.7,104.5,267.3,34.3,3.4,3.4,1.7
1988,101,201,Winnebago,17,Northern - Other,Mostly Urban,7.9,249652,339,11,419,2394,48,16,112,42,135.8,4.4,167.8,958.9,19.2,6.4,44.9,16.8
1988,102,203,Woodford,11,Central,Mostly Rural,54.9,32006,6,1,13,34,2,1,1,3,18.7,3.1,40.6,106.2,6.2,3.1,3.1,9.4
1989,1,1,Adams,8,Central,Mostly Urban,32.6,66090,84,10,97,512,7,0,3,11,127.1,15.1,146.8,774.7,10.6,0,4.5,16.6
1989,2,3,Alexander,1,Southern,Mostly Rural,61.9,10626,57,1,6,35,5,1,1,3,536.4,9.4,56.5,329.4,47.1,9.4,9.4,28.2
1989,3,5,Bond,3,Southern,Mostly Rural,60.7,14991,3,0,9,11,1,0,0,0,20,0,60,73.4,6.7,0,0,0
1989,4,7,Boone,17,Northern - Other,Mostly Urban,19.4,30806,19,0,63,126,10,1,4,9,61.7,0,204.5,409,32.5,3.2,13,29.2
1989,5,9,Brown,8,Central,Mostly Urban,41.1,5836,4,0,8,10,0,0,0,0,68.5,0,137.1,171.4,0,0,0,0
1989,6,11,Bureau,13,Central,Mostly Rural,57.4,35688,4,0,11,55,10,0,0,1,11.2,0,30.8,154.1,28,0,0,2.8
1989,7,13,Calhoun,8,Southern,Completely Rural,100,5322,3,0,0,1,2,0,0,0,56.4,0,0,18.8,37.6,0,0,0
1989,8,15,Carroll,15,Northern - Other,Mostly Rural,81.9,16805,4,1,20,47,2,0,0,0,23.8,6,119,279.7,11.9,0,0,0
1989,9,17,Cass,8,Central,Mostly Rural,52.1,13437,11,0,3,20,5,1,0,0,81.9,0,22.3,148.8,37.2,7.4,0,0
1989,10,19,Champaign,6,Central,Mostly Urban,12.7,173025,239,6,286,1255,44,3,36,30,138.1,3.5,165.3,725.3,25.4,1.7,20.8,17.3
1989,11,21,Christian,4,Central,Mostly Urban,43.5,34418,9,1,9,57,0,1,0,0,26.1,2.9,26.1,165.6,0,2.9,0,0
1989,12,23,Clark,5,Southern,Mostly Rural,59.5,15921,3,1,7,30,3,0,0,0,18.8,6.3,44,188.4,18.8,0,0,0
1989,13,25,Clay,4,Southern,Mostly Rural,64.7,14460,7,0,11,27,4,0,0,0,48.4,0,76.1,186.7,27.7,0,0,0
1989,14,27,Clinton,4,Southern,Mostly Urban,48.8,33944,2,0,9,18,3,1,1,0,5.9,0,26.5,53,8.8,2.9,2.9,0
1989,15,29,Coles,5,Central,Mostly Urban,24.3,51644,16,1,49,248,2,0,0,5,31,1.9,94.9,480.2,3.9,0,0,9.7
1989,16,31,Cook,co,Northern - Cook,Completely Urban,0,5105044,8143,325,10477,58085,9665,991,5991,1073,159.5,6.4,205.2,1137.8,189.3,19.4,117.4,21
1989,17,33,Crawford,2,Southern,Mostly Rural,60.2,19464,7,0,7,17,3,0,0,1,36,0,36,87.3,15.4,0,0,5.1
1989,18,35,Cumberland,5,Southern,Completely Rural,100,10670,1,1,5,28,2,0,0,1,9.4,9.4,46.9,262.4,18.7,0,0,9.4
1989,19,37,DeKalb,23,Northern - Other,Mostly Urban,20.3,77932,28,2,51,310,14,0,9,6,35.9,2.6,65.4,397.8,18,0,11.5,7.7
1989,20,39,De Witt,6,Central,Mostly Urban,48.8,16516,10,0,13,35,5,0,0,5,60.5,0,78.7,211.9,30.3,0,0,30.3
1989,21,41,Douglas,6,Central,Mostly Rural,61.6,19464,6,0,7,37,5,0,0,2,30.8,0,36,190.1,25.7,0,0,10.3
1989,22,43,DuPage,18,Northern - Collar,Completely Urban,0,781689,182,40,313,3314,89,2,61,16,23.3,5.1,40,424,11.4,0.3,7.8,2
1989,23,45,Edgar,5,Central,Mostly Rural,51.8,19595,9,0,32,65,5,0,1,0,45.9,0,163.3,331.7,25.5,0,5.1,0
1989,24,47,Edwards,2,Southern,Completely Rural,100,7440,3,0,0,11,1,0,0,0,40.3,0,0,147.8,13.4,0,0,0
1989,25,49,Effingham,4,Southern,Mostly Rural,59.7,31704,7,0,17,94,1,1,2,0,22.1,0,53.6,296.5,3.2,3.2,6.3,0
1989,26,51,Fayette,4,Southern,Mostly Rural,67,20893,2,0,5,22,1,0,1,0,9.6,0,23.9,105.3,4.8,0,4.8,0
1989,27,53,Ford,11,Central,Mostly Urban,41.8,14275,1,0,13,16,4,0,0,0,7,0,91.1,112.1,28,0,0,0
1989,28,55,Franklin,2,Southern,Mostly Urban,48.6,40319,45,2,32,81,4,2,2,1,111.6,5,79.4,200.9,9.9,5,5,2.5
1989,29,57,Fulton,9,Central,Mostly Rural,60,38080,14,0,40,81,12,1,2,13,36.8,0,105,212.7,31.5,2.6,5.3,34.1
1989,30,59,Gallatin,2,Southern,Completely Rural,100,6909,11,0,6,16,6,0,0,1,159.2,0,86.8,231.6,86.8,0,0,14.5
1989,31,61,Greene,7,Central,Mostly Rural,70.8,15317,3,2,2,18,1,0,0,0,19.6,13.1,13.1,117.5,6.5,0,0,0
1989,32,63,Grundy,13,Northern - Other,Mostly Urban,24.4,32337,22,1,22,127,4,0,0,3,68,3.1,68,392.7,12.4,0,0,9.3
1989,33,65,Hamilton,2,Southern,Mostly Rural,68.1,8499,2,1,8,2,2,0,0,0,23.5,11.8,94.1,23.5,23.5,0,0,0
1989,34,67,Hancock,9,Central,Mostly Rural,71,21373,2,0,7,30,0,0,0,0,9.4,0,32.8,140.4,0,0,0,0
1989,35,69,Hardin,2,Southern,Completely Rural,100,5189,1,0,0,10,0,0,0,2,19.3,0,0,192.7,0,0,0,38.5
1989,36,71,Henderson,9,Central,Mostly Rural,99.7,8096,5,0,0,0,0,0,0,0,61.8,0,0,0,0,0,0,0
1989,37,73,Henry,14,Central,Mostly Rural,50.3,51159,14,0,13,139,4,0,5,2,27.4,0,25.4,271.7,7.8,0,9.8,3.9
1989,38,75,Iroquois,21,Central,Mostly Rural,71.7,30787,10,2,7,19,0,0,0,0,32.5,6.5,22.7,61.7,0,0,0,0
1989,39,77,Jackson,1,Southern,Mostly Urban,37.2,61067,57,5,49,388,16,1,9,9,93.3,8.2,80.2,635.4,26.2,1.6,14.7,14.7
1989,40,79,Jasper,4,Southern,Mostly Rural,69.9,10609,3,0,12,6,3,0,0,0,28.3,0,113.1,56.6,28.3,0,0,0
1989,41,81,Jefferson,2,Southern,Mostly Rural,58.8,37020,16,1,71,204,6,1,3,12,43.2,2.7,191.8,551.1,16.2,2.7,8.1,32.4
1989,42,83,Jersey,7,Southern,Mostly Rural,60.6,20539,11,3,21,77,4,1,1,0,53.6,14.6,102.2,374.9,19.5,4.9,4.9,0
1989,43,85,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,21821,14,1,9,16,0,0,0,5,64.2,4.6,41.2,73.3,0,0,0,22.9
1989,44,87,Johnson,1,Southern,Completely Rural,100,11347,5,0,4,20,0,0,0,0,44.1,0,35.3,176.3,0,0,0,0
1989,45,89,Kane,16,Northern - Collar,Mostly Urban,3.6,317471,340,16,446,2834,72,16,99,50,107.1,5,140.5,892.7,22.7,5,31.2,15.7
1989,46,91,Kankakee,21,Central,Mostly Urban,24.5,96255,179,12,108,715,17,7,20,21,186,12.5,112.2,742.8,17.7,7.3,20.8,21.8
1989,47,93,Kendall,23,Northern - Other,Mostly Urban,10.4,39413,7,0,11,57,4,0,2,2,17.8,0,27.9,144.6,10.1,0,5.1,5.1
1989,48,95,Knox,9,Central,Mostly Urban,24.3,56393,27,0,109,308,0,4,7,10,47.9,0,193.3,546.2,0,7.1,12.4,17.7
1989,49,97,Lake,19,Northern - Collar,Mostly Urban,1.3,516418,428,20,356,2356,66,25,87,64,82.9,3.9,68.9,456.2,12.8,4.8,16.8,12.4
1989,50,99,LaSalle,13,Northern - Other,Mostly Urban,30.2,106913,33,3,30,312,22,1,1,6,30.9,2.8,28.1,291.8,20.6,0.9,0.9,5.6
1989,51,101,Lawrence,2,Southern,Mostly Rural,58,15972,0,0,5,10,0,0,0,0,0,0,31.3,62.6,0,0,0,0
1989,52,103,Lee,15,Northern - Other,Mostly Rural,53.2,34392,16,5,64,148,6,0,2,7,46.5,14.5,186.1,430.3,17.4,0,5.8,20.4
1989,53,105,Livingston,11,Central,Mostly Urban,40.8,39301,13,0,17,77,5,0,2,2,33.1,0,43.3,195.9,12.7,0,5.1,5.1
1989,54,107,Logan,11,Central,Mostly Urban,39.9,30798,21,2,9,47,0,1,1,2,68.2,6.5,29.2,152.6,0,3.2,3.2,6.5
1989,55,109,McDonough,9,Central,Mostly Urban,29.5,35244,15,0,34,90,1,0,1,1,42.6,0,96.5,255.4,2.8,0,2.8,2.8
1989,56,111,McHenry,22,Northern - Collar,Mostly Urban,9.9,183241,56,13,163,710,18,0,9,6,30.6,7.1,89,387.5,9.8,0,4.9,3.3
1989,57,113,McLean,11,Central,Mostly Urban,16.5,129180,89,4,101,772,15,1,7,20,68.9,3.1,78.2,597.6,11.6,0.8,5.4,15.5
1989,58,115,Macon,6,Central,Mostly Urban,15.3,117206,321,16,347,1249,73,14,129,59,273.9,13.7,296.1,1065.6,62.3,11.9,110.1,50.3
1989,59,117,Macoupin,7,Central,Mostly Rural,58.5,47679,16,1,47,61,11,0,8,2,33.6,2.1,98.6,127.9,23.1,0,16.8,4.2
1989,60,119,Madison,3,Southern,Mostly Urban,13.3,249238,175,12,240,1337,45,4,42,45,70.2,4.8,96.3,536.4,18.1,1.6,16.9,18.1
1989,61,121,Marion,4,Southern,Mostly Urban,45.1,41561,44,1,33,157,7,1,6,3,105.9,2.4,79.4,377.8,16.8,2.4,14.4,7.2
1989,62,123,Marshall,10,Central,Completely Rural,100,12846,6,0,3,4,1,0,0,1,46.7,0,23.4,31.1,7.8,0,0,7.8
1989,63,125,Mason,8,Central,Mostly Rural,77.5,16269,7,0,20,13,1,0,0,0,43,0,122.9,79.9,6.1,0,0,0
1989,64,127,Massac,1,Southern,Mostly Rural,50.5,14752,10,1,26,29,9,1,4,2,67.8,6.8,176.2,196.6,61,6.8,27.1,13.6
1989,65,129,Menard,8,Central,Mostly Rural,75.7,11164,0,0,2,7,0,0,0,0,0,0,17.9,62.7,0,0,0,0
1989,66,131,Mercer,14,Central,Mostly Rural,77.8,17290,12,4,3,8,5,0,0,0,69.4,23.1,17.4,46.3,28.9,0,0,0
1989,67,133,Monroe,20,Southern,Mostly Urban,41.4,22422,3,0,25,20,0,1,5,0,13.4,0,111.5,89.2,0,4.5,22.3,0
1989,68,135,Montgomery,4,Central,Mostly Urban,41.6,30728,7,0,12,38,3,1,1,2,22.8,0,39.1,123.7,9.8,3.3,3.3,6.5
1989,69,137,Morgan,7,Central,Mostly Urban,36.2,36397,168,1,43,190,6,0,1,2,461.6,2.7,118.1,522,16.5,0,2.7,5.5
1989,70,139,Moultrie,6,Central,Mostly Rural,69.2,13930,3,0,11,10,4,0,0,1,21.5,0,79,71.8,28.7,0,0,7.2
1989,71,141,Ogle,15,Northern - Other,Mostly Urban,47.1,45957,23,2,50,150,7,0,1,5,50,4.4,108.8,326.4,15.2,0,2.2,10.9
1989,72,143,Peoria,10,Central,Mostly Urban,14.6,182827,514,25,342,1732,70,13,117,49,281.1,13.7,187.1,947.3,38.3,7.1,64,26.8
1989,73,145,Perry,20,Southern,Mostly Urban,43.6,21412,10,0,15,46,5,0,2,1,46.7,0,70.1,214.8,23.4,0,9.3,4.7
1989,74,147,Piatt,6,Central,Mostly Rural,67.7,15548,7,0,6,15,4,0,0,3,45,0,38.6,96.5,25.7,0,0,19.3
1989,75,149,Pike,8,Central,Mostly Rural,72.3,17577,1,1,8,14,3,0,0,0,5.7,5.7,45.5,79.6,17.1,0,0,0
1989,76,151,Pope,1,Southern,Completely Rural,100,4373,4,0,14,7,1,1,0,0,91.5,0,320.1,160.1,22.9,22.9,0,0
1989,77,153,Pulaski,1,Southern,Completely Rural,100,7523,21,0,5,11,7,0,1,2,279.1,0,66.5,146.2,93,0,13.3,26.6
1989,78,155,Putnam,10,Central,Completely Rural,100,5730,1,0,1,0,1,0,0,0,17.5,0,17.5,0,17.5,0,0,0
1989,79,157,Randolph,20,Southern,Mostly Urban,42.6,34583,12,1,9,55,5,0,0,4,34.7,2.9,26,159,14.5,0,0,11.6
1989,80,159,Richland,2,Southern,Mostly Urban,43.5,16545,4,2,13,41,0,0,0,2,24.2,12.1,78.6,247.8,0,0,0,12.1
1989,81,161,Rock Island,14,Central,Mostly Urban,10.9,148723,145,8,168,824,27,2,29,37,97.5,5.4,113,554.1,18.2,1.3,19.5,24.9
1989,82,163,St. Clair,20,Southern,Mostly Urban,9.8,262852,455,7,291,1682,108,36,77,37,173.1,2.7,110.7,639.9,41.1,13.7,29.3,14.1
1989,83,165,Saline,1,Southern,Mostly Urban,43.7,26551,14,0,29,87,5,0,0,2,52.7,0,109.2,327.7,18.8,0,0,7.5
1989,84,167,Sangamon,7,Central,Mostly Urban,14.1,178386,379,16,268,1191,72,1,78,36,212.5,9,150.2,667.7,40.4,0.6,43.7,20.2
1989,85,169,Schuyler,8,Central,Mostly Rural,57.6,7498,1,0,0,8,1,0,0,1,13.3,0,0,106.7,13.3,0,0,13.3
1989,86,171,Scott,7,Central,Completely Rural,100,5644,0,0,1,2,0,0,0,1,0,0,17.7,35.4,0,0,0,17.7
1989,87,173,Shelby,4,Central,Mostly Rural,77.7,22261,5,0,5,33,2,0,0,0,22.5,0,22.5,148.2,9,0,0,0
1989,88,175,Stark,10,Central,Completely Rural,100,6534,4,0,3,9,0,0,0,1,61.2,0,45.9,137.7,0,0,0,15.3
1989,89,177,Stephenson,15,Northern - Other,Mostly Urban,40.1,48052,32,1,15,188,3,0,1,0,66.6,2.1,31.2,391.2,6.2,0,2.1,0
1989,90,179,Tazewell,10,Central,Mostly Urban,20.4,123692,34,5,135,448,16,1,4,12,27.5,4,109.1,362.2,12.9,0.8,3.2,9.7
1989,91,181,Union,1,Southern,Mostly Rural,65.9,17619,17,0,2,25,3,0,0,1,96.5,0,11.4,141.9,17,0,0,5.7
1989,92,183,Vermilion,5,Central,Mostly Urban,31.3,88257,215,5,155,570,12,4,26,21,243.6,5.7,175.6,645.8,13.6,4.5,29.5,23.8
1989,93,185,Wabash,2,Southern,Mostly Urban,38.9,13111,10,0,9,41,2,0,0,0,76.3,0,68.6,312.7,15.3,0,0,0
1989,94,187,Warren,9,Central,Mostly Urban,45.5,19181,4,1,40,121,7,1,0,4,20.9,5.2,208.5,630.8,36.5,5.2,0,20.9
1989,95,189,Washington,20,Southern,Mostly Rural,73.6,14965,3,0,4,7,0,1,0,0,20,0,26.7,46.8,0,6.7,0,0
1989,96,191,Wayne,2,Southern,Mostly Rural,69.9,17241,6,0,8,11,5,0,2,0,34.8,0,46.4,63.8,29,0,11.6,0
1989,97,193,White,2,Southern,Mostly Rural,62,16522,5,1,13,51,2,0,0,2,30.3,6.1,78.7,308.7,12.1,0,0,12.1
1989,98,195,Whiteside,14,Northern - Other,Mostly Urban,37.3,60186,37,2,65,286,8,2,7,4,61.5,3.3,108,475.2,13.3,3.3,11.6,6.6
1989,99,197,Will,12,Northern - Collar,Mostly Urban,3.9,357313,482,19,338,1572,128,7,94,34,134.9,5.3,94.6,440,35.8,2,26.3,9.5
1989,100,199,Williamson,1,Southern,Mostly Urban,34.8,57733,62,2,68,170,6,0,5,4,107.4,3.5,117.8,294.5,10.4,0,8.7,6.9
1989,101,201,Winnebago,17,Northern - Other,Mostly Urban,7.9,252913,533,16,515,2576,83,14,158,71,210.7,6.3,203.6,1018.5,32.8,5.5,62.5,28.1
1989,102,203,Woodford,11,Central,Mostly Rural,54.9,32653,8,0,4,16,5,0,0,6,24.5,0,12.3,49,15.3,0,0,18.4
1990,1,1,Adams,8,Central,Mostly Urban,32.6,66109,75,8,135,500,27,2,4,16,113.4,12.1,204.2,756.3,40.8,3,6.1,24.2
1990,2,3,Alexander,1,Southern,Mostly Rural,61.9,10579,66,1,10,34,0,0,1,4,623.9,9.5,94.5,321.4,0,0,9.5,37.8
1990,3,5,Bond,3,Southern,Mostly Rural,60.7,15027,5,0,22,12,0,0,1,0,33.3,0,146.4,79.9,0,0,6.7,0
1990,4,7,Boone,17,Northern - Other,Mostly Urban,19.4,30981,19,0,52,141,5,1,0,11,61.3,0,167.8,455.1,16.1,3.2,0,35.5
1990,5,9,Brown,8,Central,Mostly Urban,41.1,5851,2,0,5,7,0,0,0,0,34.2,0,85.5,119.6,0,0,0,0
1990,6,11,Bureau,13,Central,Mostly Rural,57.4,35690,9,0,20,55,8,1,0,3,25.2,0,56,154.1,22.4,2.8,0,8.4
1990,7,13,Calhoun,8,Southern,Completely Rural,100,5340,1,0,0,0,0,0,0,0,18.7,0,0,0,0,0,0,0
1990,8,15,Carroll,15,Northern - Other,Mostly Rural,81.9,16800,7,1,18,38,4,0,1,1,41.7,6,107.1,226.2,23.8,0,6,6
1990,9,17,Cass,8,Central,Mostly Rural,52.1,13447,9,1,7,21,3,0,0,2,66.9,7.4,52.1,156.2,22.3,0,0,14.9
1990,10,19,Champaign,6,Central,Mostly Urban,12.7,173341,308,9,257,1293,34,3,41,33,177.7,5.2,148.3,745.9,19.6,1.7,23.7,19
1990,11,21,Christian,4,Central,Mostly Urban,43.5,34447,14,0,8,56,0,0,1,0,40.6,0,23.2,162.6,0,0,2.9,0
1990,12,23,Clark,5,Southern,Mostly Rural,59.5,15930,7,0,15,38,1,0,0,0,43.9,0,94.2,238.5,6.3,0,0,0
1990,13,25,Clay,4,Southern,Mostly Rural,64.7,14472,7,0,13,26,5,0,0,0,48.4,0,89.8,179.7,34.5,0,0,0
1990,14,27,Clinton,4,Southern,Mostly Urban,48.8,33962,4,0,8,25,2,0,0,4,11.8,0,23.6,73.6,5.9,0,0,11.8
1990,15,29,Coles,5,Central,Mostly Urban,24.3,51671,20,1,52,337,7,3,6,4,38.7,1.9,100.6,652.2,13.5,5.8,11.6,7.7
1990,16,31,Cook,co,Northern - Cook,Completely Urban,0,5109524,9305,300,9294,55519,10243,985,5924,1066,182.1,5.9,181.9,1086.6,200.5,19.3,115.9,20.9
1990,17,33,Crawford,2,Southern,Mostly Rural,60.2,19390,7,0,0,18,1,0,0,1,36.1,0,0,92.8,5.2,0,0,5.2
1990,18,35,Cumberland,5,Southern,Completely Rural,100,10692,1,0,4,15,3,0,0,0,9.4,0,37.4,140.3,28.1,0,0,0
1990,19,37,DeKalb,23,Northern - Other,Mostly Urban,20.3,78347,40,0,62,265,17,0,5,8,51.1,0,79.1,338.2,21.7,0,6.4,10.2
1990,20,39,De Witt,6,Central,Mostly Urban,48.8,16554,12,1,13,21,3,1,3,2,72.5,6,78.5,126.9,18.1,6,18.1,12.1
1990,21,41,Douglas,6,Central,Mostly Rural,61.6,19460,7,0,6,24,1,0,0,0,36,0,30.8,123.3,5.1,0,0,0
1990,22,43,DuPage,18,Northern - Collar,Completely Urban,0,785768,300,15,335,3301,96,5,68,27,38.2,1.9,42.6,420.1,12.2,0.6,8.7,3.4
1990,23,45,Edgar,5,Central,Mostly Rural,51.8,19554,10,0,40,54,4,1,4,1,51.1,0,204.6,276.2,20.5,5.1,20.5,5.1
1990,24,47,Edwards,2,Southern,Completely Rural,100,7422,1,0,2,3,1,0,0,1,13.5,0,26.9,40.4,13.5,0,0,13.5
